date,home_away,opponent,score,passing_cmp,passing_att,passing_pct,passing_yds,passing_td,rushing_att,rushing_yds,rushing_avg,rushing_td,total_plays,total_yds,total_avg,first_down_pass,first_down_rush,first_down_pen,first_down_total,penalties,penalty_yds,fumbles,intceptions,turnovers,outcome,points_for,points_against
2011-09-17,home,Washington,W (51-38),21,37,56.8,274,4,31,146,4.7,1,68,420,6.2,10,8,2,20,9,90,1,2,3,W,51,38
2011-09-24,away,Wyoming,W (38-14),18,34,52.9,168,2,31,137,4.4,0,65,305,4.7,11,5,2,18,7,59,0,1,1,W,38,14
2011-10-01,away,Wisconsin,L (17-48),14,20,70.0,255,2,50,231,4.6,5,70,486,6.9,11,13,3,27,4,39,1,0,1,L,17,48
2011-10-08,home,Ohio State,W (34-27),6,18,33.3,108,1,41,243,5.9,2,59,351,5.9,5,9,2,16,9,75,1,1,2,W,34,27
2011-10-22,away,Minnesota,W (41-14),9,18,50.0,122,0,39,132,3.4,2,57,254,4.5,4,7,0,11,5,55,1,0,1,W,41,14
2011-10-29,home,Michigan State,W (24-3),11,27,40.7,86,0,30,101,3.4,0,57,187,3.3,3,7,2,12,9,90,0,1,1,W,24,3
2011-11-05,home,Northwestern,L (25-28),16,24,66.7,261,1,54,207,3.8,3,78,468,6.0,9,15,1,25,2,20,1,2,3,L,25,28
2011-11-12,away,Penn State,W (17-14),17,35,48.6,209,0,43,166,3.9,2,78,375,4.8,9,10,2,21,3,32,1,0,1,W,17,14
2011-11-19,away,Michigan,L (17-45),11,19,57.9,180,2,61,238,3.9,4,80,418,5.2,6,14,4,24,5,45,0,1,1,L,17,45
2011-11-25,home,Iowa,W (20-7),16,35,45.7,182,0,24,88,3.7,1,59,270,4.6,7,7,4,18,5,50,1,1,2,W,20,7
2012-01-02,N,South Carolina*,L (13-30),11,17,64.7,230,2,40,121,3.0,2,57,351,6.2,8,7,1,16,6,66,0,0,0,L,13,30
2012-09-01,home,Southern Mississippi,W (49-20),7,19,36.8,75,1,47,185,3.9,0,66,260,3.9,4,15,1,20,4,35,1,0,1,W,49,20
2012-09-08,away,UCLA,L (30-36),22,38,57.9,309,4,56,344,6.1,0,94,653,6.9,13,12,1,26,11,126,1,0,1,L,30,36
2012-09-15,home,Arkansas State,W (42-13),16,32,50.0,138,0,37,148,4.0,0,69,286,4.1,7,9,1,17,6,39,1,1,2,W,42,13
2012-09-22,home,Idaho State,W (73-7),21,43,48.8,179,1,29,31,1.1,0,72,210,2.9,8,2,4,14,5,40,1,2,3,W,73,7
2012-09-29,home,Wisconsin,W (30-27),15,28,53.6,239,1,41,56,1.4,3,69,295,4.3,9,5,3,17,2,15,1,0,1,W,30,27
2012-10-06,away,Ohio State,L (38-63),7,14,50.0,127,1,48,371,7.7,6,62,498,8.0,5,13,1,19,9,76,1,0,1,L,38,63
2012-10-20,away,Northwestern,W (29-28),16,37,43.2,121,2,38,180,4.7,2,75,301,4.0,6,6,2,14,5,45,0,0,0,W,29,28
2012-10-27,home,Michigan,W (23-9),9,27,33.3,93,0,37,95,2.6,0,64,188,2.9,7,5,6,18,3,44,0,3,3,W,23,9
2012-11-03,away,Michigan State,W (28-24),9,27,33.3,123,1,43,238,5.5,2,70,361,5.2,7,8,4,19,9,100,2,0,2,W,28,24
2012-11-10,home,Penn State,W (32-23),18,37,48.6,240,1,34,151,4.4,1,71,391,5.5,12,4,2,18,8,60,2,1,3,W,32,23
2012-11-17,home,Minnesota,W (38-14),10,28,35.7,90,0,29,87,3.0,2,57,177,3.1,5,3,3,11,4,37,0,2,2,W,38,14
2012-11-23,away,Iowa,W (13-7),11,24,45.8,92,0,39,108,2.8,1,63,200,3.2,6,7,0,13,1,5,0,2,2,W,13,7
2012-12-01,N,Wisconsin,L (31-70),8,10,80.0,101,1,50,539,10.8,8,60,640,10.7,4,19,1,24,4,51,0,0,0,L,31,70
2013-01-01,N,Georgia*,L (31-45),18,33,54.5,427,5,38,162,4.3,1,71,589,8.3,14,8,1,23,7,76,0,2,2,L,31,45
2013-08-31,home,Wyoming,W (37-34),29,44,65.9,383,4,30,219,7.3,1,74,602,8.1,20,9,6,35,8,74,0,2,2,W,37,34
2013-09-07,home,Southern Mississippi,W (56-13),21,37,56.8,222,1,27,62,2.3,0,64,284,4.4,10,4,2,16,7,55,0,4,4,W,56,13
2013-09-14,home,UCLA,L (21-41),16,25,64.0,294,3,53,210,4.0,2,78,504,6.5,13,11,3,27,3,21,0,1,1,L,21,41
2013-09-21,home,South Dakota State,W (59-20),19,29,65.5,238,0,38,227,6.0,2,67,465,6.9,12,10,3,25,4,45,1,2,3,W,59,20
2013-10-05,home,Illinois,W (39-19),16,31,51.6,177,0,48,195,4.1,2,79,372,4.7,11,11,2,24,3,38,1,1,2,W,39,19
2013-10-12,away,Purdue,W (44-7),14,36,38.9,184,1,25,32,1.3,0,61,216,3.5,5,4,2,11,7,53,1,1,2,W,44,7
2013-10-26,away,Minnesota,L (23-34),8,17,47.1,159,1,54,271,5.0,3,71,430,6.1,7,16,0,23,3,35,0,0,0,L,23,34
2013-11-02,home,Northwestern,W (27-24),8,21,38.1,81,0,47,245,5.2,3,68,326,4.8,4,12,0,16,3,15,0,1,1,W,27,24
2013-11-09,away,Michigan,W (17-13),18,27,66.7,196,1,36,-21,-0.6,0,63,175,2.8,12,0,1,13,2,18,0,0,0,W,17,13
2013-11-16,home,Michigan State,L (28-41),15,32,46.9,193,1,48,168,3.5,4,80,361,4.5,8,9,1,18,6,60,0,0,0,L,28,41
2013-11-23,away,Penn State,W (23-20),16,33,48.5,217,2,44,170,3.9,1,77,387,5.0,9,9,0,18,3,25,0,1,1,W,23,20
2013-11-29,home,Iowa,L (17-38),9,17,52.9,126,2,45,156,3.5,3,62,282,4.5,4,7,3,14,2,20,0,0,0,L,17,38
2014-01-01,N,Georgia*,W (24-19),21,39,53.8,320,1,43,96,2.2,0,82,416,5.1,15,6,1,22,7,42,1,1,2,W,24,19
2014-08-30,home,Florida Atlantic,W (55-7),11,30,36.7,95,1,30,105,3.5,0,60,200,3.3,5,7,1,13,3,22,0,0,0,W,55,7
2014-09-06,home,McNeese State,W (31-24),12,26,46.2,160,0,45,178,4.0,2,71,338,4.8,7,7,1,15,6,44,0,1,1,W,31,24
2014-09-13,away,Fresno State,W (55-19),30,59,50.8,241,1,28,105,3.8,1,87,346,4.0,13,5,2,20,5,55,0,0,0,W,55,19
2014-09-20,home,Miami (FL),W (41-31),28,42,66.7,359,3,23,76,3.3,1,65,435,6.7,16,6,2,24,9,82,1,2,3,W,41,31
2014-09-27,home,Illinois,W (45-14),17,38,44.7,261,1,24,78,3.3,1,62,339,5.5,10,4,2,16,7,53,0,3,3,W,45,14
2014-10-04,away,Michigan State,L (22-27),11,29,37.9,234,1,44,188,4.3,2,73,422,5.8,8,9,0,17,9,94,2,1,3,L,22,27
2014-10-18,away,Northwestern,W (38-17),18,39,46.2,173,0,34,117,3.4,2,73,290,4.0,9,8,4,21,8,65,0,1,1,W,38,17
2014-10-25,home,Rutgers,W (42-24),12,26,46.2,205,1,38,143,3.8,2,64,348,5.4,8,7,0,15,4,26,0,1,1,W,42,24
2014-11-01,home,Purdue,W (35-14),18,46,39.1,216,1,32,124,3.9,1,78,340,4.4,8,8,0,16,5,51,0,2,2,W,35,14
2014-11-15,away,Wisconsin,L (24-59),7,11,63.6,46,1,53,581,11.0,7,64,627,9.8,3,17,0,20,6,55,4,0,4,L,24,59
2014-11-22,home,Minnesota,L (24-28),8,18,44.4,135,0,53,281,5.3,4,71,416,5.9,7,15,1,23,1,15,0,0,0,L,24,28
2014-11-28,away,Iowa,W (37-34),19,38,50.0,230,2,50,142,2.8,0,88,372,4.2,11,11,2,24,3,21,3,1,4,W,37,34
2014-12-27,N,Southern California*,L (42-45),23,39,59.0,321,3,34,194,5.7,2,73,515,7.1,13,9,0,22,12,97,0,1,1,L,42,45
2015-09-05,home,Brigham Young,L (28-33),28,46,60.9,379,2,26,132,5.1,2,72,511,7.1,13,7,1,21,4,30,0,1,1,L,28,33
2015-09-12,home,South Alabama,W (48-9),26,45,57.8,313,1,24,19,0.8,0,69,332,4.8,15,1,2,18,7,67,2,1,3,W,48,9
2015-09-19,away,Miami (FL),L (33-36),25,42,59.5,379,2,33,132,4.0,1,75,511,6.8,18,4,2,24,13,114,0,1,1,L,33,36
2015-09-26,home,Southern Mississippi,W (36-28),26,42,61.9,447,2,23,11,0.5,2,65,458,7.0,15,1,3,19,9,80,1,0,1,W,36,28
2015-10-03,away,Illinois,L (13-14),23,45,51.1,251,2,32,131,4.1,0,77,382,5.0,11,4,2,17,3,35,0,0,0,L,13,14
2015-10-10,home,Wisconsin,L (21-23),24,50,48.0,322,1,34,147,4.3,1,84,469,5.6,16,6,4,26,6,45,0,0,0,L,21,23
2015-10-17,away,Minnesota,W (48-25),26,40,65.0,301,1,26,65,2.5,2,66,366,5.5,15,3,0,18,6,55,1,2,3,W,48,25
2015-10-24,home,Northwestern,L (28-30),13,28,46.4,177,1,28,156,5.6,1,56,333,5.9,8,5,2,15,5,58,0,0,0,L,28,30
2015-10-31,away,Purdue,L (45-55),28,43,65.1,274,4,37,183,4.9,4,80,457,5.7,10,8,2,20,6,58,0,0,0,L,45,55
2015-11-07,home,Michigan State,W (39-38),24,39,61.5,348,4,34,143,4.2,1,73,491,6.7,17,5,3,25,8,76,0,1,1,W,39,38
2015-11-14,away,Rutgers,W (31-14),14,28,50.0,170,1,39,89,2.3,1,67,259,3.9,8,7,0,15,4,23,0,2,2,W,31,14
2015-11-27,home,Iowa,L (20-28),9,16,56.3,97,1,28,153,5.5,2,44,250,5.7,3,4,4,11,6,54,1,0,1,L,20,28
2015-12-26,N,UCLA*,W (37-29),26,41,63.4,319,3,16,67,4.2,1,57,386,6.8,14,2,1,17,7,56,0,2,2,W,37,29
2016-09-03,home,Fresno State,W (43-10),24,43,55.8,243,1,26,31,1.2,0,69,274,4.0,12,2,3,17,6,29,0,2,2,W,43,10
2016-09-10,home,Wyoming,W (52-17),16,32,50.0,189,1,31,131,4.2,1,63,320,5.1,8,5,3,16,5,42,1,5,6,W,52,17
2016-09-17,home,Oregon,W (35-32),14,23,60.9,146,0,47,336,7.1,5,70,482,6.9,5,14,1,20,13,126,0,0,0,W,35,32
2016-09-24,away,Northwestern,W (24-13),25,38,65.8,251,1,32,137,4.3,1,70,388,5.5,12,9,2,23,4,36,0,2,2,W,24,13
2016-10-01,home,Illinois,W (31-16),14,23,60.9,146,0,21,124,5.9,1,44,270,6.1,7,4,1,12,7,48,0,0,0,W,31,16
2016-10-15,away,Indiana,W (27-22),24,39,61.5,245,1,30,88,2.9,1,69,333,4.8,12,4,2,18,1,10,0,2,2,W,27,22
2016-10-22,home,Purdue,W (27-14),25,45,55.6,309,2,21,26,1.2,0,66,335,5.1,9,4,0,13,4,32,0,2,2,W,27,14
2016-10-29,away,Wisconsin,L (17-23),14,23,60.9,114,1,38,223,5.9,2,61,337,5.5,7,9,0,16,1,5,0,2,2,L,17,23
2016-11-05,away,Ohio State,L (3-62),32,44,72.7,352,4,42,238,5.7,2,86,590,6.9,17,15,2,34,4,35,1,0,1,L,3,62
2016-11-12,home,Minnesota,W (24-17),18,28,64.3,180,0,34,85,2.5,2,62,265,4.3,8,4,3,15,2,15,0,1,1,W,24,17
2016-11-19,home,Maryland,W (28-7),15,31,48.4,196,1,25,11,0.4,0,56,207,3.7,7,2,0,9,5,65,0,0,0,W,28,7
2016-11-25,away,Iowa,L (10-40),10,15,66.7,144,3,47,264,5.6,3,62,408,6.6,5,7,1,13,7,70,0,0,0,L,10,40
2016-12-30,N,Tennessee*,L (24-38),23,38,60.5,291,1,38,230,6.1,4,76,521,6.9,12,12,1,25,6,65,1,0,1,L,24,38
2017-09-02,home,Arkansas State,W (43-36),46,68,67.6,415,3,21,82,3.9,0,89,497,5.6,25,5,2,32,9,63,0,2,2,W,43,36
2017-09-09,away,Oregon,L (35-42),25,33,75.8,365,3,44,201,4.6,3,77,566,7.4,10,11,1,22,12,103,1,1,2,L,35,42
2017-09-16,home,Northern Illinois,L (17-21),15,23,65.2,128,0,27,108,4.0,1,50,236,4.7,5,7,1,13,3,25,1,0,1,L,17,21
2017-09-23,home,Rutgers,W (27-17),15,29,51.7,126,0,24,68,2.8,1,53,194,3.7,7,4,1,12,4,35,0,2,2,W,27,17
2017-09-29,away,Illinois,W (28-6),10,16,62.5,106,0,37,93,2.5,0,53,199,3.8,7,6,2,15,5,49,0,1,1,W,28,6
2017-10-07,home,Wisconsin,L (17-38),9,17,52.9,113,1,49,353,7.2,3,66,466,7.1,4,14,1,19,8,78,0,1,1,L,17,38
2017-10-14,home,Ohio State,L (14-56),31,39,79.5,354,5,47,279,5.9,3,86,633,7.4,19,18,4,41,7,53,0,0,0,L,14,56
2017-10-28,away,Purdue,W (25-24),16,28,57.1,164,1,38,199,5.2,2,66,363,5.5,9,8,3,20,7,63,0,0,0,W,25,24
2017-11-04,home,Northwestern,L (24-31),19,35,54.3,243,0,45,232,5.2,4,80,475,5.9,9,14,3,26,6,65,0,2,2,L,24,31
2017-11-11,away,Minnesota,L (21-54),9,16,56.3,105,0,45,409,9.1,6,61,514,8.4,5,17,2,24,3,35,0,0,0,L,21,54
2017-11-18,away,Penn State,L (44-56),26,39,66.7,346,4,35,263,7.5,4,74,609,8.2,18,9,5,32,5,39,1,0,1,L,44,56
2017-11-24,home,Iowa,L (14-56),13,20,65.0,192,2,47,313,6.7,6,67,505,7.5,4,18,1,23,3,30,0,0,0,L,14,56
2018-09-08,home,Colorado,L (28-33),33,50,66.0,351,3,35,44,1.3,1,85,395,4.6,16,7,3,26,8,46,0,0,0,L,28,33
2018-09-15,home,Troy,L (19-24),14,21,66.7,110,0,34,143,4.2,2,55,253,4.6,4,5,3,12,10,95,1,1,2,L,19,24
2018-09-22,away,Michigan,L (10-56),18,31,58.1,206,2,45,285,6.3,4,76,491,6.5,9,12,1,22,8,77,0,1,1,L,10,56
2018-09-29,home,Purdue,L (28-42),25,42,59.5,328,1,37,188,5.1,4,79,516,6.5,11,10,6,27,10,75,0,0,0,L,28,42
2018-10-06,away,Wisconsin,L (24-41),13,24,54.2,163,1,48,370,7.7,4,72,533,7.4,9,15,2,26,5,50,1,0,1,L,24,41
2018-10-13,away,Northwestern,L (31-34),41,64,64.1,455,3,23,32,1.4,0,87,487,5.6,21,4,5,30,1,5,0,2,2,L,31,34
2018-10-20,home,Minnesota,W (53-28),20,36,55.6,349,1,36,125,3.5,3,72,474,6.6,16,5,1,22,8,80,0,1,1,W,53,28
2018-10-27,home,Bethune-Cookman,W (45-9),13,30,43.3,214,0,40,141,3.5,1,70,355,5.1,8,7,1,16,6,34,1,2,3,W,45,9
2018-11-03,away,Ohio State,L (31-36),18,32,56.3,252,2,40,229,5.7,3,72,481,6.7,10,11,2,23,6,46,2,1,3,L,31,36
2018-11-10,home,Illinois,W (54-35),11,25,44.0,126,0,48,384,8.0,5,73,510,7.0,7,16,2,25,7,66,3,2,5,W,54,35
2018-11-17,home,Michigan State,W (9-6),15,41,36.6,146,0,38,143,3.8,0,79,289,3.7,7,8,3,18,7,87,1,1,2,W,9,6
2018-11-23,away,Iowa,L (28-31),17,28,60.7,153,2,45,266,5.9,2,73,419,5.7,11,14,0,25,2,20,0,0,0,L,28,31
2019-08-31,home,South Alabama,W (35-21),19,35,54.3,231,2,44,83,1.9,1,79,314,4.0,11,6,2,19,7,44,2,3,5,W,35,21
2019-09-07,away,Colorado,L (31-34),28,41,68.3,375,2,37,89,2.4,2,78,464,5.9,13,8,1,22,9,65,1,1,2,L,31,34
2019-09-14,home,Northern Illinois,W (44-8),28,49,57.1,276,0,32,74,2.3,0,81,350,4.3,15,4,0,20,4,40,1,1,2,W,44,8
2019-09-21,away,Illinois,W (42-38),9,24,37.5,78,1,38,221,5.8,4,62,299,4.8,4,9,1,14,4,30,0,1,1,W,42,38
2019-09-28,home,Ohio State,L (7-48),15,21,71.4,212,3,52,371,7.1,3,73,583,8.0,10,20,1,31,2,25,0,0,0,L,7,48
2019-10-05,home,Northwestern,W (13-10),19,32,59.4,136,0,41,157,3.8,1,73,293,4.0,6,9,3,18,6,50,0,1,1,W,13,10
2019-10-12,away,Minnesota,L (7-34),8,13,61.5,128,1,49,322,6.6,4,62,450,7.3,4,16,0,20,4,42,0,0,0,L,7,34
2019-10-26,home,Indiana,L (31-38),27,40,67.5,351,2,31,104,3.4,3,71,455,6.4,15,6,3,24,6,84,0,1,1,L,31,38
2019-11-02,away,Purdue,L (27-31),31,41,75.6,304,2,36,145,4.0,2,77,449,5.8,15,8,1,24,10,89,0,2,2,L,27,31
2019-11-16,home,Wisconsin,L (21-37),13,21,61.9,162,1,43,324,7.5,2,64,486,7.6,8,16,1,25,4,36,1,0,1,L,21,37
2019-11-23,away,Maryland,W (54-7),7,21,33.3,57,0,31,149,4.8,1,52,206,4.0,5,4,0,9,4,40,4,0,4,W,54,7
2019-11-29,home,Iowa,L (24-27),11,25,44.0,99,0,31,225,7.3,2,56,324,5.8,4,9,0,13,6,49,1,1,2,L,24,27
2020-10-24,away,Ohio State,L (17-52),20,21,95.2,276,2,48,215,4.5,4,69,491,7.1,12,13,3,28,3,14,1,0,1,L,17,52
2020-11-07,away,Northwestern,L (13-21),16,27,59.3,169,2,38,148,3.9,1,65,317,4.9,9,5,0,14,8,64,0,2,2,L,13,21
2020-11-14,home,Penn State,W (30-23),19,39,48.7,256,0,52,245,4.7,2,91,501,5.5,12,16,2,30,4,50,1,1,2,W,30,23
2020-11-21,home,Illinois,L (23-41),18,25,72.0,205,1,52,285,5.5,4,77,490,6.4,9,14,2,25,3,31,0,0,0,L,23,41
2020-11-27,away,Iowa,L (20-26),18,30,60.0,193,1,45,129,2.9,1,75,322,4.3,12,8,2,22,2,20,0,1,1,L,20,26
2020-12-05,away,Purdue,W (37-27),33,47,70.2,334,3,17,-2,-0.1,0,64,332,5.2,15,1,3,19,11,126,0,0,0,W,37,27
2020-12-12,home,Minnesota,L (17-24),17,30,56.7,181,1,43,206,4.8,2,73,387,5.3,10,7,2,19,3,20,0,0,0,L,17,24
2020-12-18,away,Rutgers,W (28-21),11,22,50.0,122,0,30,130,4.3,1,52,252,4.8,4,5,0,9,5,32,0,1,1,W,28,21
2021-08-28,away,Illinois,L (22-30),15,19,78.9,159,2,48,167,3.5,1,67,326,4.9,8,9,1,18,3,40,1,0,1,L,22,30
2021-09-04,home,Fordham,W (52-7),18,30,60.0,163,1,27,130,4.8,0,57,293,5.1,7,5,0,12,2,15,0,3,3,W,52,7
2021-09-11,home,Buffalo,W (28-3),27,50,54.0,224,0,33,135,4.1,0,83,359,4.3,11,6,2,19,10,88,0,1,1,W,28,3
2021-09-18,away,Oklahoma,L (16-23),24,34,70.6,214,1,35,194,5.5,2,69,408,5.9,10,10,1,21,7,70,0,0,0,L,16,23
2021-09-25,away,Michigan State,L (20-23),14,23,60.9,183,1,30,71,2.4,0,53,254,4.8,6,4,2,12,5,44,0,1,1,L,20,23
2021-10-02,home,Northwestern,W (56-7),25,40,62.5,256,1,26,37,1.4,0,66,293,4.4,10,6,1,17,6,53,1,0,1,W,56,7
2021-10-09,home,Michigan,L (29-32),22,39,56.4,255,0,42,204,4.9,3,81,459,5.7,12,12,2,26,6,55,0,1,1,L,29,32
2021-10-16,away,Minnesota,L (23-30),21,25,84.0,214,3,43,182,4.2,1,68,396,5.8,9,12,1,22,3,25,0,2,2,L,23,30
2021-10-30,home,Purdue,L (23-28),34,45,75.6,233,2,38,120,3.2,1,83,353,4.3,16,7,1,24,3,30,0,0,0,L,23,28
2021-11-06,home,Ohio State,L (17-26),36,54,66.7,405,2,30,90,3.0,0,84,495,5.9,18,6,1,25,8,65,0,2,2,L,17,26
2021-11-20,away,Wisconsin,L (28-35),12,18,66.7,145,1,30,253,8.4,3,48,398,8.3,7,7,1,15,4,42,0,0,0,L,28,35
2021-11-26,home,Iowa,L (21-28),13,27,48.1,178,0,37,186,5.0,1,64,364,5.7,9,7,3,19,4,25,1,0,1,L,21,28
2022-08-27,N,Northwestern,L (28-31),27,38,71.1,314,2,47,214,4.6,2,85,528,6.2,14,11,0,25,8,65,1,0,1,L,28,31
2022-09-03,home,North Dakota,W (38-17),24,37,64.9,131,1,33,175,5.3,1,70,306,4.4,6,10,2,18,6,70,1,0,1,W,38,17
2022-09-10,home,Georgia Southern,L (42-45),37,56,66.1,409,1,30,233,7.8,5,86,642,7.5,21,9,4,34,3,15,0,2,2,L,42,45
2022-09-17,home,Oklahoma,L (14-49),19,30,63.3,268,3,54,312,5.8,4,84,580,6.9,16,14,1,31,6,65,1,0,1,L,14,49
2022-10-01,home,Indiana,W (35-21),22,44,50.0,223,1,23,67,2.9,1,67,290,4.3,10,2,2,14,11,92,0,1,1,W,35,21
2022-10-07,away,Rutgers,W (14-13),12,30,40.0,233,0,38,115,3.0,1,68,348,5.1,8,6,0,14,9,97,0,3,3,W,14,13
2022-10-15,away,Purdue,L (37-43),35,54,64.8,391,4,47,217,4.6,1,101,608,6.0,18,18,2,38,2,14,0,1,1,L,37,43
2022-10-29,home,Illinois,L (9-26),20,22,90.9,179,2,48,188,3.9,1,70,367,5.2,9,8,1,18,8,72,1,0,1,L,9,26
2022-11-05,home,Minnesota,L (13-20),12,20,60.0,175,0,45,125,2.8,2,65,300,4.6,7,11,0,18,2,18,0,0,0,L,13,20
2022-11-12,away,Michigan,L (3-34),10,20,50.0,148,2,49,264,5.4,2,69,412,6.0,6,20,1,27,1,15,0,0,0,L,3,34
2022-11-19,home,Wisconsin,L (14-15),8,18,44.4,83,1,52,235,4.5,1,70,318,4.5,6,15,0,21,5,50,0,1,1,L,14,15
2022-11-25,away,Iowa,W (24-17),17,39,43.6,150,1,33,124,3.8,1,72,274,3.8,8,9,1,18,7,65,3,1,4,W,24,17
